#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
19125637_0_APW9F8OTJ4KXO	sometimes A situation is so severe that even their best efforts aren't enough And they are obligated To warn us <unk> danger	A situation isn't ever so severe that even their best efforts aren't enough And they are not obligated To warn us <unk> danger	1	Although they are human justices must make every effort To remain unbiased	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
19140176_258_A104V8NZIQFN2F	Supreme court justice is an imporant intelligent person	Supreme court justice is an not necessarily an imporant intelligent person	0	Justice Ginsberg comments shows an important intelligent person sees Trump as dangerous	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18319561_956_A1CF6U3GF7DZEJ	felons participate in our society	felons have chosen To not participate in our society	0	We need To empower all US citizens To participate in our democracy To create the more equal And fair society	Felons should be allowed To vote	Should Felons Ever Be Allowed To Vote	Laws disenfranchising felons in several states have had A disproportionate effect on african americans
18244216_401_A1HKYY6XI2OHO1	problems are solved by permitting opposing sides To understand the other side argument	no problem was ever solved by permitting opposing sides To understand the other side argument	0	Comment sections permit opposing sides To see And understand the other side <unk> A debate	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18863570_337_A1I4CYG5YDFTYM	those churches do represent the majority <unk> christians	those churches do not represent the majority <unk> christians	0	We should close churches that are spewing hate on A tax free basis just as we close mosques that preach love <unk> <unk>	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18243112_160_AYFOAD75CRBKE	being exposed To other views is disturbing	being exposed To other views is enlightening	1	Comment sections allow other views To be heard	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19631099_924_APW9F8OTJ4KXO	patients often take the knowledge they gain on the website as comprehensive And don't get checked out by A doctor when they are able	patients often take the knowledge they gain on the website as comprehensive but get checked out by A doctor when they are able	1	Patients know their body but have limited doctor access	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18243112_515_A104V8NZIQFN2F	journalists in todays media deserve no respect	journalists in todays media deserve respect	1	Comment sections add value To an editorial or commentary the lack <unk> comments earns the item less respect from the reader	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18246465_231_A34QZDSTKZ3JO9	authors don't write sloppily	authors sometimes write sloppily	1	They expose important points often left out by the author	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19631099_525_AE861G0AY5RGT	the patient can skip the doctor all together And save time	the patient cannot skip the doctor all together	0	Internet can help with diagnosis	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
20917193_835_A1CF6U3GF7DZEJ	the Palestinians will be forced by religious pressure To compromise	the Palestinians will be forced by religious pressure To not compromise	0	If the embassy is moved To Jerusalem the Palestinians will know they need To compromise	The U.S. Embassy should be moved from Tel Aviv To Jerusalem	Should the U.S. Embassy Be Moved From Tel Aviv To Jerusalem	The location has long been A diplomatic thorn in the american israeli relationship
18864173_512_A34QZDSTKZ3JO9	people have had an anti gay view for ages with various religions	people have had an anti gay view for ages with Christian religion	1	anti gayness is an antiquated view that is taught by various religions And only serves To keep people divided by ignorance	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18554051_43_A1LZPWVZRTUZD0	the Olympics will be A festive event bringing countries together if it goes on as scheduled	the Olympics will be A disaster causing tension between countries if it goes on as scheduled	0	It unites the countries <unk> Earth by allowing us To compete against each other	Brazil should not postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
17297009_179_AE861G0AY5RGT	iran has killed people recently	iran hasn't actually killed anyone recently	0	Iran intends To kill every non shia believer	Iran remains A threat	Does Iran Remain A Threat	Despite the accord that reduced its ability To build nuclear weapons is it still A threat To safety And stability <unk> the region
18633331_198_A34QZDSTKZ3JO9	enforced availability And accountability might prevent A monopoly	enforced availability And accountability might cause A monopoly	0	Air travel is A service that should be available And accountable To all citizens	Government should regulate airline industry again	Does the Airline Industry Need To Be Regulated Again	Competition has shrunk along with seating Fees have risen fares stay high And service is A problem Should the government take action
18249925_383_A1CF6U3GF7DZEJ	this discussion often degrades into name calling	this discussion often ascends into respectful name dropping	1	Comments section enable the democratic discussion <unk> ideas	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19631099_286_A2GHGJP29KRWOQ	people will incorrectly self diagnose	people will correctly self diagnose	1	You can't go To the doctor for every little thing so websites help figure out when you need To call the doctor	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
19140904_141_AE861G0AY5RGT	the actions <unk> Donald Trump are ethical And moral	the actions <unk> Donald Trump are not ethical And moral	1	Too many people in powerful positions are turning A blind eye To Donald Trump And his actions	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18541016_88_AE861G0AY5RGT	the pools at the Olympics are sterilized with bleach	the pools at the Olympics are not sterilized properly	1	The swimmers shouldn't have To swim in toxic water	Brazil should postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
18249031_619_AE861G0AY5RGT	the corrections in the comments are usually true	the corrections in the comments are usually false	0	Many editorials are wrong or distorted And their claims are corrected in the comments	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18719443_287_AE861G0AY5RGT	guns are not the height <unk> civilization	guns are the height <unk> civilization	0	Even thinking about allowing guns on campus is deranged And shows that our society is not as civilized as we think	Guns should not be permitted on college campuses	Should Guns Be Permitted on College Campuses	Supporters say guns makes campuses safer Opponents question the effect guns have on public safety And academic freedom
17412381_454_A34QZDSTKZ3JO9	children won't be allowed To continue interrupting under the guise <unk> having A disease	children will be allowed To continue interrupting under the guise <unk> having A disease	0	Diagnoses allowed teachers To provide enrichment lessons for the child instead <unk> being disrupted by the child inattention	The <abbv> diagnosis is helping kids	Is the <abbv> Diagnosis Helping or Hurting Kids	Some say the criteria for medication And disability support is too subjective
17281035_179_A3C9GGDXBZW62D	we don't have the money To invest	we have the money To invest	1	Other countries invest in their youth education why can't we	College should be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
18244954_179_A34QZDSTKZ3JO9	insults And demagoguery is the best way <unk> communication	insults And demagoguery is the worst way <unk> communication	1	Comment sections devolve into insults And demagoguery	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18247022_132_A104V8NZIQFN2F	propaganda is the grease <unk> the democratic wheels	propaganda is not the grease <unk> the democratic wheels	1	Comment sections are just A propaganda device	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18248041_106_A1LZPWVZRTUZD0	most <unk> what I read in comment sections And abusive And profane	most <unk> what I read in comment sections are not abusive And profane	1	The comment sections help me get an idea <unk> how others feel about the articles	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
20654771_153_AE861G0AY5RGT	senior citizens are still required To make difficult decisions every day	senior citizens shouldn't be required To make difficult decisions	1	Reforming medicare would cause senior citizens To have To make decision which they find increasingly difficult To do as they age	Medicare doesn't need To be reformed	Does Medicare Need To Be Reformed	Congressional Republicans are eager To move forward with their longtime goal <unk> privatizing the government health care program for the elderly
18246826_0_AE861G0AY5RGT	speaking your mind always leads To healthy discussions	speaking your mind always leads To trouble	0	Comments sections are useful they provide A way for people To speak their minds	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18319810_287_A3TKD7EJ6BM0M5	grand theft auto is A felony	grand theft auto is not A felony	0	A person who stole A car at <num> should not be barred from being A full citizen for life	Felons should be allowed To vote	Should Felons Ever Be Allowed To Vote	Laws disenfranchising felons in several states have had A disproportionate effect on african americans
18336742_156_A1DJNUJZN8FE7N	hard drugs are sweeping the nation	hard drugs are not sweeping the nation	1	If marijuana led To other drug use many more people would have serious drug addictions	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
18245183_112_A1CF6U3GF7DZEJ	I can do that somewhere else	I can't gain knowledge somewhere else	1	Often times I gain important insight And knowledge from the comment section	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18337579_637_A34QZDSTKZ3JO9	people that have an addictive characteristic probably won't pot	people that have an addictive characteristic might use pot	0	Addiction is A result <unk> A personality trait And the symptoms <unk> that trait are drug abuse	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
17293787_768_A104V8NZIQFN2F	weak regimes are the most unpredictable And dangerous	weak regimes are the most predictable And least dangerous	1	The way Iran conducts itself shows they are weak	Iran doesn't remain A threat	Does Iran Remain A Threat	Despite the accord that reduced its ability To build nuclear weapons is it still A threat To safety And stability <unk> the region
18541016_156_A34QZDSTKZ3JO9	the health <unk> people is not that important as A global sport event	the health <unk> people is more important than A global sport event	1	Attending the Olympics will risk the health <unk> participants And fans as well as their families And entire countries	Brazil should postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
18645683_264_A1DJNUJZN8FE7N	in America greed is good	in America greed is bad	1	Airlines have become just as greedy as health care insurers And providers	Government should regulate airline industry again	Does the Airline Industry Need To Be Regulated Again	Competition has shrunk along with seating Fees have risen fares stay high And service is A problem Should the government take action
18244954_179_A1CF6U3GF7DZEJ	these insults attract readers And make money for the papers	these insults detract readers And lose money for the papers	1	Comment sections devolve into insults And demagoguery	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17310331_124_A3C9GGDXBZW62D	there are ways To defend against nuclear threats	there aren't ways To defend against nuclear threats	1	Iran nuclear capabilities is A cause for worry	Iran remains A threat	Does Iran Remain A Threat	Despite the accord that reduced its ability To build nuclear weapons is it still A threat To safety And stability <unk> the region
18247485_132_AE861G0AY5RGT	it the job <unk> other commenters To correct the comments <unk> the abusive people	it not the job <unk> other commenters To correct the comments <unk> the abusive people	0	Comment sections reveal important insights into people thoughts And abuse can be countered by other comments	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19638956_0_AE861G0AY5RGT	A patient may in fact research A strain <unk> illness not related To their own And their oncologist may not be able To convince them <unk> this	A patient will not research A strain <unk> illness not related To their own And their oncologist will be able To convince them <unk> this	1	I was able To do considerable research on the cancer I was diagnosed with on my own And my oncologist respected my knowledge And worked with me	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18319561_956_A1I4CYG5YDFTYM	<unk> are not US citizens anymore	<unk> are still US citizens	1	We need To empower all US citizens To participate in our democracy To create the more equal And fair society	Felons should be allowed To vote	Should Felons Ever Be Allowed To Vote	Laws disenfranchising felons in several states have had A disproportionate effect on african americans
17965626_105_A1DJNUJZN8FE7N	elections are prone To lies And promises	elections are not prone lies an promises	0	College students constant questioning <unk> everything lead them To not be swayed by lies And promises	College students votes do matter in an election	Do College Students Votes Really Matter in an Election	Young people are often politically active but their electoral power is unproven
17310331_266_AYFOAD75CRBKE	not all theocratic governments are bad	all theocratic governments are bad	1	Iran has A religious dictatorship	Iran remains A threat	Does Iran Remain A Threat	Despite the accord that reduced its ability To build nuclear weapons is it still A threat To safety And stability <unk> the region
18336742_156_A1HKYY6XI2OHO1	the stats show that in fact many people do have serious drug addictions	the stats show that in fact many people do not have serious drug addictions	1	If marijuana led To other drug use many more people would have serious drug addictions	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
19136080_204_A1CF6U3GF7DZEJ	decorum should deter their speech	decorum shouldn't deter their speech	1	There is nothing To prohibit their speech	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18247680_178_A1HKYY6XI2OHO1	the less people on A website the more electrons it saves	the less people on A website the less income for websites	1	Offensive And low quality comments make high quality commentators leave if the website doesn't work To protect their comments section	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18337579_637_A3TKD7EJ6BM0M5	marijuana is an addictive drug that changes people personalities	marijuana is not an addictive drug	1	Addiction is A result <unk> A personality trait And the symptoms <unk> that trait are drug abuse	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
18240942_197_APW9F8OTJ4KXO	these comments allow writers To supply lazy poorly written articles while relying on the commenters To provide content worth reading	regardless <unk> the valuable content in the comments writers supply well written articles	1	Some comments sections like the NY Times are well moderated And full <unk> intellectual thoughtful comments	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18242280_79_A1HKYY6XI2OHO1	too much learning hurts	learning never hurts	1	People learn A lot from comment sections	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18865848_125_A1CF6U3GF7DZEJ	the small group does represent all <unk> Christianity	the small group does not represent all <unk> Christianity	0	A small group choose To interpret the Old Testament in its literal word that drive A harmful message	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18248249_0_A34QZDSTKZ3JO9	the comments are moderated	the comments need To be moderated	0	Moderated comments are A great way for unlikely sources To have their opinions heard	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19634291_142_AE861G0AY5RGT	I mis diagnosed my illness	I diagnosed my illness	1	I wouldn't know about my illness without medical websites	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18179798_127_A1DJNUJZN8FE7N	it unethical To boost funds through outside sources	it perfectly valid To boost funds through outside sources	0	They want To take advantage <unk> higher tuitions paid by foreign And out <unk> state students	Public universities are neglecting in state students	Are Public Universities Neglecting in state Students	State schools are accepting more And more nonresidents To bridge budget gaps
18319561_956_A104V8NZIQFN2F	felons have violated societies laws	felons have not violated societies laws necessarily	1	We need To empower all US citizens To participate in our democracy To create the more equal And fair society	Felons should be allowed To vote	Should Felons Ever Be Allowed To Vote	Laws disenfranchising felons in several states have had A disproportionate effect on african americans
20914539_302_AE861G0AY5RGT	the Palestinians will be violent either way	the Palestinians will not otherwise be violent	1	This move will not solve anything And will lead To Palestinian violence	The U.S. Embassy should not be moved from Tel Aviv To Jerusalem	Should the U.S. Embassy Be Moved From Tel Aviv To Jerusalem	The location has long been A diplomatic thorn in the american israeli relationship
18332722_166_A1I4CYG5YDFTYM	most people start using drugs with marijuana And then chase the high And move on To opioids And heroin	most people don't start using drugs with marijuana And it doesn't lead them chase the high And move on To opioids And heroin	1	Most users <unk> prescription opioids for non medical reasons don't end up using heroin even though many heroin users have used opioids	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
18868046_0_AE861G0AY5RGT	the gay employees And members <unk> A church are not made To feel guilty	the gay employees And members <unk> A church are made To feel guilty	0	Some church have gay employees And members	Christians have not created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18240881_205_A2QVMCGDLTWV9	making better journalists is the responsibility <unk> commenters	making better journalists isn't the responsibility <unk> commenters	0	Comment sections complete incomplete articles even if the authors don't agree it makes them better journalists	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18240942_197_A1CF6U3GF7DZEJ	others are just filled with red neck dreck	others are not just filled with red neck dreck	1	Some comments sections like the NY Times are well moderated And full <unk> intellectual thoughtful comments	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18336931_0_AE861G0AY5RGT	marijuana is now available by prescription	marijuana is not always available by prescription	1	Prescriptions drugs are more likely To be A gateway drug	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
20654401_29_APW9F8OTJ4KXO	Medicare expenses are indeed too much for the country	Medicare expenses are in fact unimportant for the country	0	If Ryan cant prove Medicare expenses are too much for the country then it needs To be expanded To all ages And paid for by health insurance companies which would close their bushiness instead	Medicare needs To be reformed	Does Medicare Need To Be Reformed	Congressional Republicans are eager To move forward with their longtime goal <unk> privatizing the government health care program for the elderly
18246663_838_A1I4CYG5YDFTYM	authors always comment in the comments section And there is moderation on most sites	authors rarely comment in the comments section And there is A total lack <unk> moderation on most sites	0	Comment sections can bring in more readers if the author addressed different reactions To columns	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
20645885_390_AYFOAD75CRBKE	it is healthcare that needs the most change	it is Medicare that needs the most change	1	Healthcare costs will rise until it gets reconstructed	Medicare needs To be reformed	Does Medicare Need To Be Reformed	Congressional Republicans are eager To move forward with their longtime goal <unk> privatizing the government health care program for the elderly
17282934_225_A1CF6U3GF7DZEJ	helping the rich isn't ok in A capitalist society	helping the rich is ok in A capitalist society	0	If college were free it would take help from the poor And help the rich	College should not be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
20923226_71_A1CF6U3GF7DZEJ	people should not try To do excessively hard things in college	people should try To do hard things in college	0	It is hard for an adult To learn A second language	Foreign language classes should not be mandatory in college	Should Foreign Language Classes Be Mandatory in College	A Princeton University proposal would require students To study A language other than English even if they are already proficient in A foreign language
18435377_552_AE861G0AY5RGT	the doctors have done everything they can To address the issue already	the doctors haven't yet done everything they can To address the issue already	1	Since doctors are responsible for the issue they should help address it.	Opioid training should be mandatory	Should Opioid Training for Doctors Be Mandatory	The American Medical Association says no but could it help stem the rise <unk> overdose deaths involving prescription drugs
18246465_747_A1CF6U3GF7DZEJ	the people discussing issues in the comments section know how To discuss	the people discussing issues in the comments section do not know how To discuss	0	People want To discuss issues rather than be told what To think	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18246474_0_A104V8NZIQFN2F	people only want To read the main article	people want To read the whole story	1	Comments are often better than the article itself	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17286558_86_A104V8NZIQFN2F	funding with tax money does not mean free	funding with tax money means free	1	Education is very important And should be funded with tax money	College should be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
18362833_8_A104V8NZIQFN2F	not all American companies aspire To monopolies	all American companies aspire To monopolies	0	Google is simply A wildly successful American company	Google is not A harmful monopoly	Is Google A Harmful Monopoly	European regulators say the company Android phone blocks rival services
18319561_430_A2GHGJP29KRWOQ	government attention is necessary	government attention is not necessary	0	Allowing felons To vote would help wrongful convictions get proper attention from government	Felons should be allowed To vote	Should Felons Ever Be Allowed To Vote	Laws disenfranchising felons in several states have had A disproportionate effect on african americans
19136268_302_A34QZDSTKZ3JO9	the court can judge someone on their energies	the court can't judge someone on their energies	0	The Supreme Court Justice recognized Trump harmful energies And felt it was A time when there was A moral imperative To resist evil	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18244013_335_A34QZDSTKZ3JO9	different views detract from the main article	different views complement the main article	1	Comment sections provide different views on opinion pieces	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18432065_0_APW9F8OTJ4KXO	opioids are not the only effective method <unk> pain management	opioids are the most effective method <unk> pain management	1	There are many treatments that doctors need To learn To help people in pain	Opioid training should be mandatory	Should Opioid Training for Doctors Be Mandatory	The American Medical Association says no but could it help stem the rise <unk> overdose deaths involving prescription drugs
18341272_256_A2D7S8Y2FAUWMC	people who use marijuana sometimes do not go on To use more dangerous drugs	people who use marijuana sometimes go on To use more dangerous drugs	0	There is no scientific evidence that marijuana is the most dangerous drug	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
18250883_239_A34QZDSTKZ3JO9	comments still need To be moderated	good moderation is available	1	With good moderation useful And interesting discussions can be had	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18867044_194_A3TKD7EJ6BM0M5	radical islam is not fueled by Christianity	radical islam is fueled by Christianity	0	Radical Islam not Christianity lead To the night club massacre	Christians have not created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18249187_90_A2QVMCGDLTWV9	some comments are interesting And useful	interesting And useful comments are not that common	0	Well moderated comments can be more interesting And useful than the article	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18249925_119_A1DJNUJZN8FE7N	that improves the publications	that really embarrasses the publications	0	The commentators are often more knowledgeable than the journalists	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19124575_0_A104V8NZIQFN2F	the government can limit the speech <unk> A simple transit worker but not A justice	the government has A right To limit the speech <unk> both A simple transit worker And A justice	0	Ginsburg is A US citizen with the right To speak her mind	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18179593_0_A104V8NZIQFN2F	out <unk> state students money help in state students	out <unk> state students outnumber in state students	1	Public University accept out <unk> state students so they can get more money	Public universities are neglecting in state students	Are Public Universities Neglecting in state Students	State schools are accepting more And more nonresidents To bridge budget gaps
20927040_177_A34QZDSTKZ3JO9	the expense would benefit the college	the expense doesn't benefit the college	1	They are an expensive bit <unk> extra work with no true purpose	Foreign language classes should not be mandatory in college	Should Foreign Language Classes Be Mandatory in College	A Princeton University proposal would require students To study A language other than English even if they are already proficient in A foreign language
18248069_73_A1CF6U3GF7DZEJ	those ideas are rarely lunatic	those ideas are often lunatic	0	Comment sections provide A voice To thoughts And ideas outside the scope <unk> regular editorial content	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18871115_85_A1LZPWVZRTUZD0	the religious people who make these comments are not Christians	the religious people who make these comments are Christians	1	When religious people say gay people don't deserve equality they aren't valuing gay people as humans or citizens	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
17288999_52_A1DJNUJZN8FE7N	our advancement will be equally inconsequential	our advancement will be equally consequential	0	Iran is not in the game just for today but has long term goals And plans A major weakness <unk> the nuclear agreement signed with Iran which guarantees Iran A free nuclear hand in A decade or so	Iran remains A threat	Does Iran Remain A Threat	Despite the accord that reduced its ability To build nuclear weapons is it still A threat To safety And stability <unk> the region
18244954_474_A34QZDSTKZ3JO9	low value comments help publishers attract readers	high value comments help publishers attract readers	1	People do not show respect in comments sections which takes away from their value	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18862412_71_A34QZDSTKZ3JO9	people in Christianity don't make up the majority	people in Christianity make up the majority	1	Christians create problems And people make the excuse they don't represent the majority	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
19135848_0_AE861G0AY5RGT	it is Ginsburg place To speak on the fitness <unk> A potential president	it is not Ginsburg place To speak on the fitness <unk> A potential president	0	Ginsburg comments on Trump fitness To hold office are well within etiquette	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18692186_93_A104V8NZIQFN2F	higher education fosters virtue	higher education fosters violence	0	Guns kill people.	Guns should not be permitted on college campuses	Should Guns Be Permitted on College Campuses	Supporters say guns makes campuses safer Opponents question the effect guns have on public safety And academic freedom
18247485_311_A1I4CYG5YDFTYM	other people don't think the same way And can often be swayed into believing horrible things	other people often think same way	1	I don't think I absorb horrible ideas by reading them	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19140176_258_A1LZPWVZRTUZD0	it is not inappropriate for justices To use their elevated public positions To make statements about political issues	it is inappropriate for justices To use their elevated public positions To make statements about political issues	0	Justice Ginsberg comments shows an important intelligent person sees Trump as dangerous	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18633331_87_A1I4CYG5YDFTYM	the government cannot be trusted To impart regulations that have the citizens in mind	someone needs To impart regulations that have the citizens in mind	1	Air travel like other travel should be copiously regulated	Government should regulate airline industry again	Does the Airline Industry Need To Be Regulated Again	Competition has shrunk along with seating Fees have risen fares stay high And service is A problem Should the government take action
18432065_304_A1CF6U3GF7DZEJ	the training will not stop other doctors	the training will stop all doctors	1	Opioid training will help stop lazy doctors from over prescribing for pain	Opioid training should be mandatory	Should Opioid Training for Doctors Be Mandatory	The American Medical Association says no but could it help stem the rise <unk> overdose deaths involving prescription drugs
18240942_197_A34QZDSTKZ3JO9	comments have To be moderated	comments are moderated	1	Some comments sections like the NY Times are well moderated And full <unk> intellectual thoughtful comments	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18242533_149_A1DJNUJZN8FE7N	abuse never leads To great discoveries	abuse leads To great discoveries	0	Free speech is easily abused in non productive ways	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18336426_0_AYFOAD75CRBKE	it can lead To mild use <unk> others	it isn't linked To leading To mild use <unk> others	1	Most people who try drugs do not become regular users	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
20654401_29_A1DJNUJZN8FE7N	we can close insurance companies like that	we can't close insurance companies like that	1	If Ryan cant prove Medicare expenses are too much for the country then it needs To be expanded To all ages And paid for by health insurance companies which would close their bushiness instead	Medicare needs To be reformed	Does Medicare Need To Be Reformed	Congressional Republicans are eager To move forward with their longtime goal <unk> privatizing the government health care program for the elderly
18428098_256_A1DJNUJZN8FE7N	I had A really good time with that prescription	I had A really tough time with that prescription	1	Doctors gave me Hydrocodone that I didn't need after A back operation	Opioid training should be mandatory	Should Opioid Training for Doctors Be Mandatory	The American Medical Association says no but could it help stem the rise <unk> overdose deaths involving prescription drugs
