#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
9311766_52_A34QZDSTKZ3JO9	they should make A pleasant environment anyway	they have no incentive To make A pleasant environment anyway	1	Tipping servers provides an added incentive To create A pleasant environment for the customers	To tip	To Tip or Not To Tip	Should restaurants do away with tipping
6953351_131_AE861G0AY5RGT	no nation not allied with the US deserves nuclear weapons for protection	any nation allied with the US deserves nuclear weapons for protection	0	As A nation it is well known that Israel has A stockpile <unk> nuclear weapons that they should be forced To give up	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility	Is support for Israel so entrenched in American politics that the U.S. has lost credibility And influence in the Middle East
2699711_361_AJNQ2PBD07FKE	student need To complete electives	student do not need To complete electives	1	Humanities programs teach non essential information	Colleges do not need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
6954381_147_A2QVMCGDLTWV9	Israel wil misuse weapons <unk> mass destruction	Muslims will misuse weapons <unk> mass destruction regardless	0	America has historically misled Muslims while allowing Israel To have weapons <unk> mass destruction	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility	Is support for Israel so entrenched in American politics that the U.S. has lost credibility And influence in the Middle East
9417917_321_A2JKETV64OU7DY	energy like that cannot be used for the greater good <unk> the world	energy like that can be used for the greater good <unk> the world	0	Younger moms have much more energy	Women should not delay motherhood	Should Women Delay Motherhood	Women are waiting longer To start families What are the pros And cons <unk> motherhood at <num> <num> <num> And beyond
11523833_166_A34QZDSTKZ3JO9	good records can be kept by digital tools	good records can't be kept by digital tools	1	They keep good records	Court stenographers are necessary	Are Court Stenographers Necessary	After A New York court reporter left behind an incomplete record some are asking whether it still makes sense To use stenographers in legal proceedings
5447530_253_A1I4CYG5YDFTYM	this is not easy And guaranteed way To learn the job while getting experience	this is an easy And guaranteed way To learn the job while getting experience	0	There are other ways To get your foot in the door besides unpaid internships	Unpaid internship exploit college students	Do Unpaid Internships Exploit College Students	Should the government get tough To protect unpaid interns or are internships A win win
13039830_179_AB98SGS280TY5	the United States is already in A financial crisis	the United States doesn't want another financial crisis	1	The embargo hurts our own economy	The U.S. should lift sanctions with Cuba	Hitting Restart With Cuba	Should the U.S. lift sanctions And establish diplomatic relations with Cuba
4425625_274_A34QZDSTKZ3JO9	students already know how To use digital tools	many students don't already know how To use digital tools	1	Teaching students in the use <unk> digital tools would be helpful	Research papers are A useful exercise for college students	Are Research Papers A Waste <unk> Time	Has the Internet made research papers A useless exercise for college students Is there A better way To assess knowledge
6955398_0_A1I4CYG5YDFTYM	we don't want them To bomb us but they wanted To	we don't want them To bomb us so it better To be friends with them	0	Israel is A dishonest broker And has commited crimes against innocent people. They have broken promises And have an atomic bomb	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility	Is support for Israel so entrenched in American politics that the U.S. has lost credibility And influence in the Middle East
7230457_951_A34QZDSTKZ3JO9	citizens will behave better	citizens will not behave better	1	Government usage <unk> drone will inevitably lead To using drone on citizens	Drone attacks make more harm	Do Drone Attacks Do More Harm Than Good	Strikes have fueled anti american sentiment but also have taken out some terrorist targets Are they making the U.S. safer or just more hated
6025796_187_A2GHGJP29KRWOQ	looks have nothing To do with health	health is overlooked	1	Veganism causes people To be very thin And look unhealthy	Veganism is not good for everyone	Is Veganism Good For Everyone	Maybe some <unk> us simply weren't built To be vegans Is the diet good for everyone
6103367_0_A1HKYY6XI2OHO1	banks don't need more money To stay in business	banks need money To stay in business	0	The government getting rid <unk> usury laws allowed banks To charge high fees	Fees should be more regulated	Are Banks Making Too Much Money From Fees	Do the fees banks charge customers need To be more closely regulated or are they necessary for the health <unk> the banks And the economy
3637150_0_A1I4CYG5YDFTYM	they do not know how To balance A budget as well as anyone else	they know how To balance A budget better than anyone else	0	The uber conservative republicans are the ones pushing privatization the most	Privatization is A bad deal for cities And states	Is Privatization A Bad Deal for Cities And States	To save money New York is turning the clock back on outsourcing by replacing private contractors with city workers
4592517_0_A3PILUAB7LZGWQ	children could be afforded A mid day nap were the day lengthened	children wouldn't be afforded A mid day nap were the day lengthened	1	My children schooldays are too long To keep their attention	School day should not be longer	Should the School Day Be Longer	While more time in the classroom may benefit children from disadvantaged backgrounds is it right for everyone
2701138_335_A34QZDSTKZ3JO9	students might not be exposed To cultures in A variety <unk> other ways	students are exposed To cultures in A variety <unk> other ways	0	Humanities courses ensure students are exposed To other cultures	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
12012725_373_A1DJNUJZN8FE7N	the turnaround is so large	the turnaround is so small	0	Because <unk> tenure only A very small number <unk> teachers are fired for cause	Tenure protects bad teachers	Does Tenure Protect Bad Teachers or Good Schools	Do job protections prevent bad faculty from being removed or do they provide for greater stability in A demanding low paid profession
2654957_283_A34QZDSTKZ3JO9	companies that make gas powered cars cannot fight them	companies that make gas powered cars will fight them	0	The cost efficiency <unk> electric cars will make gasoline powered vehicles go away	Electric cars will succeed	Will Electric Cars Finally Succeed	Are plug in cars the future or will high cost And other technologies eclipse their promise
9830834_0_A2G30CUMM6UXG5	is A lack <unk> evidence <unk> chemical attacks from it own government	is plenty <unk> evidence <unk> chemical attacks from it own government	1	The US not alone with our allies will have To do something IF there enough solid evidence <unk> Syrian government using chemical weapons against its own people.	US should attack Syria	Is an Attack on Syria Justified	Should the United States And its allies launch air strikes against Syria in response To the Assad regime reported use <unk> chemical weapons
5382541_184_A1CF6U3GF7DZEJ	it won't appeal To car crazy Californians	it will appeal To car hating crazy Californians	1	A rail provides connections And efficiency	California needs high speed rail	Does California Need high speed Rail	Some say the state can't afford To build A rail line from Los Angeles To San francisco But maybe it can't afford not To
2699604_345_A1CF6U3GF7DZEJ	such appreciation is tangential To our current world	such appreciation is integral To our current world	1	Humanities help students To appreciate early teachings <unk> Greeks And <unk>	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
2264964_161_A104V8NZIQFN2F	skilled teachers only manipulate students more	skilled teachers only encourage students more	1	TFA does not provide skilled teachers To students	TFA has not raised the status <unk> teachers	Teaching The Passion And the Profession	Has Teach for America raised the status <unk> public school teachers
2852843_141_A2JKETV64OU7DY	their lives are always monitored And they have A status or celebrity And royalty	their lives aren't monitored even though they have A status <unk> celebrity And royalty	1	Kate And William appear To have A normal modern relationship that does not seem To be threatened by outsiders	Royal Couple could be A modern family	Can A Royal Couple Be A Modern Family	The barriers that stand in the way <unk> Prince William And Kate Middleton leading normal lives as husband And wife
4594455_0_A3PILUAB7LZGWQ	parents are absent much <unk> the time	parents are at home much <unk> the time	1	It is not the job <unk> A public school teacher To raise children <spch> that is the parents job	School day should not be longer	Should the School Day Be Longer	While more time in the classroom may benefit children from disadvantaged backgrounds is it right for everyone
5061566_95_AE861G0AY5RGT	those other sources don't have the same books <unk> Amazon	those other sources have the same books <unk> Amazon	1	The Kindle requires you To buy ebooks only from Amazon instead <unk> other sources	Amazon will kill off publishers	Will Amazon Kill Off Publishers	What happens when more writers have the option <unk> A one stop shop agent publisher And bookseller
3124188_719_AE861G0AY5RGT	new yorkers were unable To bike To work And play before the introduction <unk> bike lanes	new yorkers were able To bike To work And play before the introduction <unk> bike lanes	0	I'm still able To bike To work	New York bike lanes are working	Are New York Bike Lanes Working	Mayor Koch bicycle network died quickly Mayor Bloomberg is remaking the streets <unk> the city What is the verdict so far
4366654_0_A1HKYY6XI2OHO1	robots aren't enough To do all the tasks on the farm	robots are enough To do all the tasks on the farm	1	Farms should use mechanization To reduce costs	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor	If American growers depend on illegal labor would strict enforcement <unk> immigration laws drive up prices for fruits And vegetables
9853355_102_A24XBVPC9MYJVX	too much experience may make teachers set in their ways And not open To fresh ideas hiring new teachers might be A better decision	too much experience does not make teachers set in their ways And not open To fresh ideas hiring new teachers might not be A better decision	1	Teachers become better And more consistent with more experience	Teachers need To have experience	Do Teachers Need To Have Experience	Many charter schools rely on young inexperienced but motivated people who quit after A few years. Is that A good idea
5377578_77_A1OYYWJ2B7OQTD	California really is running out <unk> transportation options	California isn't really running out <unk> transportation options	1	I don't think there will be enough passengers To make A high speed rail economic	California doesn't need high speed rail	Does California Need high speed Rail	Some say the state can't afford To build A rail line from Los Angeles To San francisco But maybe it can't afford not To
9419257_180_A104V8NZIQFN2F	having children should not be A sacrifice	having children should be A sacrifice	0	Fertility treatments took A toll on me personally And professionally	Women should not delay motherhood	Should Women Delay Motherhood	Women are waiting longer To start families What are the pros And cons <unk> motherhood at <num> <num> <num> And beyond
13653112_150_A1CF6U3GF7DZEJ	it is not the only secret agency we have	it is the only secret agency we have	0	The CIA is not very secretive which makes them ineffective	We don't need the <abbv>	Do We Need the <abbv>	Would the security needs <unk> the United States be better served if the agency were dismantled
6104729_65_A1LZPWVZRTUZD0	these fees are the only way that banks stay afloat	these fees aren't the only way that banks stay afloat	1	Accounts should not be listed as free when they include hidden fees	Fees should be more regulated	Are Banks Making Too Much Money From Fees	Do the fees banks charge customers need To be more closely regulated or are they necessary for the health <unk> the banks And the economy
6812058_695_A104V8NZIQFN2F	athletes don't break the rules by doping	athletes break the rules by doping	0	It is their own discretion if they want To take drugs that will affect only themselves in the long run	Doping should be allowed	Should Doping Be Allowed	It A constant scandal in cycling baseball And at the olympics Testing doesn't eliminate the drugs Should we just accept them
3176054_0_A1CF6U3GF7DZEJ	homeschooling does not relieve public school overcrowding	homeschooling relieves public school overcrowding	0	Homeschooling is A choice	Home schoolers do not deserve A tax break	Do Home Schoolers Deserve A Tax Break	Some conservatives want A federal credit for families who teach their children at home What are its chances in the new Congress
9417806_386_A2GHGJP29KRWOQ	People are living into their <num> And <num>	even though people are living into their <num> And <num>	1	Kids wish To know their grandparents	Women should not delay motherhood	Should Women Delay Motherhood	Women are waiting longer To start families What are the pros And cons <unk> motherhood at <num> <num> <num> And beyond
2326100_375_A1CF6U3GF7DZEJ	internet gambling will definitely not exploit	internet gambling will definitely exploit	0	We want the US To regulate so people will not be exploited	Internet gambling should be legalized	Should Internet Gambling Be Legalized	The potential boon for cash strapped states versus the social costs associated with addiction
5373584_295_A3PILUAB7LZGWQ	California is already on the verge <unk> an abundance <unk> funds today	California is already on the verge <unk> bankruptcy today	0	High speed rail in California would be A boost To A busy rail corridor And show the rest <unk> the US how To implement their own	California needs high speed rail	Does California Need high speed Rail	Some say the state can't afford To build A rail line from Los Angeles To San francisco But maybe it can't afford not To
10099723_83_A34QZDSTKZ3JO9	the situations are working	the situations aren't working	0	It the best we could do with circumstances aren't likey To change soon	Obamacare is working	Is Obamacare Working	The law is starting To take effect Were the dire predictions correct or is it lowering costs And expanding access
2323212_234_A1DJNUJZN8FE7N	many families don't have enough money To waste	families that waste their money don't deserve said money	0	The lottery And gambling And harmful To individuals And families that waste their money on them	Internet gambling should not be legalized	Should Internet Gambling Be Legalized	The potential boon for cash strapped states versus the social costs associated with addiction
2567078_365_AYFOAD75CRBKE	they hold A public office	they don't hold A public office	1	Although the speech is hateful off duty actions cannot be considered To fire someone	Speech cannot be limited for public workers	Can Speech Be Limited for Public Workers	Should A New Jersey transit worker be fired for burning A Koran in his off duty hours
11411383_255_A1DJNUJZN8FE7N	it my goal To harm all children	it not my goal To harm all children	1	Vaccination does more harm than good	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed To get religious or philosophical exemptions from having their children immunized
4367203_79_A2GHGJP29KRWOQ	the price To harvest trees mechanically isn't too high	the price To harvest trees mechanically is still too high	0	Growers could replant mechanically harvestable trees	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor	If American growers depend on illegal labor would strict enforcement <unk> immigration laws drive up prices for fruits And vegetables
5447986_0_AA7ASGQEOMKEZ	worthiness is A valid form <unk> payment	worthiness is not A valid form <unk> payment	0	Internships permit students To work for free in order To prove that the student is worthy <unk> future paid work	Unpaid internship doesn't exploit college students	Do Unpaid Internships Exploit College Students	Should the government get tough To protect unpaid interns or are internships A win win
9312464_700_A104V8NZIQFN2F	servers will make more than minimum wage regardless <unk> tipping	servers will make more than minimum wage only when they are tipped	0	This would allow for worker To have higher wages	Not To tip	To Tip or Not To Tip	Should restaurants do away with tipping
9419257_10_A34QZDSTKZ3JO9	IVF is available To some	IVF isn't available To some	1	Many young women don't realize the difficulties <unk> <unk>	Women should not delay motherhood	Should Women Delay Motherhood	Women are waiting longer To start families What are the pros And cons <unk> motherhood at <num> <num> <num> And beyond
6066271_10_AB98SGS280TY5	prostitution doesn't always have To be A dangerous job	prostitution will always be A dangerous job	0	Workers in legal brothels are safe And there by choice where violence And abuse are minimized	Prostitution is safer when it legal	Is Prostitution Safer When It Legal	Can legalized prostitution ever be safe And free <unk> exploitation Or should laws against prostitution remain
8892337_0_A3C9GGDXBZW62D	students should feel important	students shouldn't feel important	0	I have poor handwriting And mainly use technology but cursive writing still feels important To me	Students should be taught cursive	Is Cursive Dead	New public school curriculum standards in the U.S. do not require the teaching <unk> cursive But should students be taught it anyway
3170953_334_A1I4CYG5YDFTYM	public schools don't get money for educating children home schooling is an alternative method that deserves equal funding	public schools get money for educating children home schooling is an alternative method that deserves equal funding	0	Favoritism should not be granted To A few who school their children at home jeopardizing the education <unk> the public	Home schoolers do not deserve A tax break	Do Home Schoolers Deserve A Tax Break	Some conservatives want A federal credit for families who teach their children at home What are its chances in the new Congress
2700020_649_A3C9GGDXBZW62D	doing important things is practical	doing important things is not practical	0	Understanding other culture is more important now than ever before	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
9841537_340_A34QZDSTKZ3JO9	self defense gives the US A good reason	self defense doesn't give the US A good reason	1	It is illegal To attack A country except in self defense	US should not attack Syria	Is an Attack on Syria Justified	Should the United States And its allies launch air strikes against Syria in response To the Assad regime reported use <unk> chemical weapons
6003165_166_A34QZDSTKZ3JO9	we can't learn healthy habits ourselves	we can learn healthy habits ourselves	0	We can learn healthy habits To defend against the marketing <unk> the food industrial complex	We need more advice about eating well	Do We Need More Advice About Eating Well	Maybe Americans would be healthier if we understood nutrition better Or maybe we know enough And eat poorly for other reasons
7950152_326_A34QZDSTKZ3JO9	libraries are only an addition To the community	libraries are more than just an addition To the community	1	Libraries are A wise addition	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
3127716_968_A1HKYY6XI2OHO1	the accidents the lanes are causing are not sufficient for keeping first responders employed	the accidents the lanes are causing are keeping first responders employed	0	New York bike lanes are causing many accidents And injuries the project was wasteful And not well planned	New York bike lanes are not working	Are New York Bike Lanes Working	Mayor Koch bicycle network died quickly Mayor Bloomberg is remaking the streets <unk> the city What is the verdict so far
2701458_582_A1LZPWVZRTUZD0	most university students don't have access To the internet	most university students have access To the internet	1	The internet provides this kind <unk> information for free	Colleges do not need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
6995121_203_AE861G0AY5RGT	the money spent on support Israel will not be returned once Israel is politically sound	the money spent on support Israel will be returned once Israel is politically sound	0	Israel is costing the US money And international reputation	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility	Is support for Israel so entrenched in American politics that the U.S. has lost credibility And influence in the Middle East
8390305_345_APW9F8OTJ4KXO	many private preschool programs are available And offer their own funding assistance without taking money from the taxpayer	few private preschool programs are available And offer their own funding assistance without taking money from the taxpayer	1	These preschools will benefit the lower middle class too who do not get free childcare programs so their children won't be left out And fall behind	Public preschool is A smart investment	Is Public Preschool A Smart Investment	Would quality child care that included A preschool curriculum be A better national goal
7952666_625_A2QVMCGDLTWV9	information is not readily available elsewhere	information is more readily available elsewhere	0	Libraries have always been about making information available To all people.	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
7951527_444_A1DJNUJZN8FE7N	community focal points tend To create havens for children	community focal points tend To create drug havens	0	A proper library should be A focal point for it community	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
2700850_116_A34QZDSTKZ3JO9	humanity programs don't teach how To think critically	humanity programs teach how To think critically	1	Students need To think critically And outside <unk> conventional ideas	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
11404170_84_AE861G0AY5RGT	no one cares for the first amendment	everyone cares for the first amendment	1	Not vaccinating endangers the public And violates the establishment clause <unk> the first amendment	Vaccination should be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed To get religious or philosophical exemptions from having their children immunized
2699604_345_A34QZDSTKZ3JO9	people should learn about Greeks And Romans	people don't need To learn about Greeks And Romans	0	Humanities help students To appreciate early teachings <unk> Greeks And <unk>	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
7952064_230_A104V8NZIQFN2F	libraries are A social place	libraries are A place To be quiet not socialize	0	Some people like A social place To read	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
10945584_337_A1I4CYG5YDFTYM	most banks are not more careful after learning from the <num> recession And have not learned how To handle themselves better	most banks are more careful after learning from the <num> recession And have learned how To handle themselves better	0	JPM didn't control it traders or know what they were doing	Big banks are out <unk> control	Are Big Banks Out <unk> Control	Does the lack <unk> legal compliance that have cost banks billions in fines show that some have gotten too big To manage properly
12013086_330_A1HKYY6XI2OHO1	teachers are paid low salaries for A reason	teachers are paid low salaries for no reason	1	The security <unk> tenure is necessary To compensate for the low salary <unk> teachers	Tenure provides stability	Does Tenure Protect Bad Teachers or Good Schools	Do job protections prevent bad faculty from being removed or do they provide for greater stability in A demanding low paid profession
4969473_87_A1DJNUJZN8FE7N	it doen't take time for them To care for themselves	it takes time for them To care for themselves	0	Obese individuals should care for themselves both for their own health And the economic burden on society as A whole	Legislation should not protect obese	Should Legislation Protect the Obese	Should it be illegal for businesses To discriminate against unhealthy And heavily overweight applicants
2264065_190_A1LZPWVZRTUZD0	TFA has elevated the public perception <unk> these teaching positions	TFA has done nothing To elevate the public perception <unk> these teachers	0	TFA has made teaching positions something that the best And brightest are in competition for	TFA has raised the status <unk> public teachers	Teaching The Passion And the Profession	Has Teach for America raised the status <unk> public school teachers
2701458_582_A247LJDZOGXJK6	students don't spend enough productive time on the internet	students spend enough productive time on the internet	1	The internet provides this kind <unk> information for free	Colleges do not need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
3285182_74_APW9F8OTJ4KXO	junk will always be available And not all consumers have access To A Walmart	junk may not always be available And all consumers have access To A Walmart	1	wal mart is doing well for trying To help consumers eat better	wal mart can make us healthier	Can wal mart Make Us Healthier	How the company plan To cut salt sugar And fat from its food might affect our diets
9950396_0_A34QZDSTKZ3JO9	the chef may not season the food reasonably	the chef will season the food reasonably	0	The chef can't know how each person wants their food seasoned	Salt should have A place at the table	Should Salt Have A Place at the Table	More restaurants have been doing without salt shakers Some chefs say that sensible Some diners find it annoying
7049483_32_AE861G0AY5RGT	the spouse will be influential in the direction <unk> the US	the spouse will not be influential in the direction <unk> the US	0	The spouses are A reflection <unk> the strength <unk> the candidate by how they chose To marry the candidate	We need To hear from candidate spouse	Do We Need To Hear From the Candidate Spouse	What role should spouses <unk> the nominees play at conventions Is it appropriate or useful for them To give speeches
7948878_0_AA7ASGQEOMKEZ	there will still be A reason To have libraries at that point	there will be no point in having libraries at that point	0	It will be sad when libraries become only access points for the internet	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
7951873_50_A104V8NZIQFN2F	it is not more important To fix public roads	it is more important To fix public roads	0	I use the library often And it would negatively impact the community To lose these resources	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
5612224_338_A3TKD7EJ6BM0M5	common sense does not equate To intelligence	common sense equates To intelligence	1	People today lack common sense that cannot be taught	People are getting dumber	Are People Getting Dumber	Sometimes when you turn on the TV it hard not To wonder Is humanity devolving
7528422_0_A247LJDZOGXJK6	states cannot better plan for the type <unk> disasters that would affect their area	each state can better plan for the type <unk> disasters that would affect their area	0	Disasters can strike at anytime in the USA so A government program is needed	We need FEMA	Do We Really Need FEMA	Should the states or private companies take over FEMA responsibilities for emergency response
8828822_204_A104V8NZIQFN2F	we don't need more research And education	we need more research And education	1	If they didn't have To spend money on competitive sports it could be spent on research And education	Drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps <unk> Spelman College And consider dropping intercollegiate sports programs
2700862_1163_AE861G0AY5RGT	education is about learning in preparation for employment And enrichment	education is about learning in preparation for employment And not enrichment	0	Humanities programs are meant To enrich everyone	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
11917910_687_A1DJNUJZN8FE7N	their job is pretty useless already	their job is pretty useful	1	Mandatory reports would make A psychotherapists job useless	No the laws should not be toughened	Can Therapists Prevent Violence	Do laws regarding mental health professionals duty To warn authorities <unk> A threat need To be toughened To make them more effective
6516554_448_A1LZPWVZRTUZD0	respecting your child choices is more difficult when you track them	respecting your child choices is easier when you can track them	0	If you do not respect your child choices while providing parental support then they will not be successful	Tracking kids invades privacy	You Can Track Your kids But Should You	When does monitoring your children through technology cross the line into invasion <unk> privacy
11408115_0_APW9F8OTJ4KXO	vaccine allergies do exist in some children it cannot be universally mandated	vaccine allergies only exist in some children it can be universally mandated	1	The only acceptable exemption should be A legitimate medical reason such as A vaccine allergy	Vaccination should be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed To get religious or philosophical exemptions from having their children immunized
9953236_117_A34QZDSTKZ3JO9	salt should only be used after exercise	salt should not only be used after exercise	1	Salt is useful for replacing electrolytes lost through exercise	Salt should have A place at the table	Should Salt Have A Place at the Table	More restaurants have been doing without salt shakers Some chefs say that sensible Some diners find it annoying
11666716_0_A34QZDSTKZ3JO9	race is just one factor	race is an important issue	0	<unk> should play A higher role in college admissions instead <unk> race	Affirmative actions should be based on income	Should Affirmative Action Be Based on Income	Will the Supreme Court decision on race based preferences push colleges To resort To less effective methods To promote To diversity
9419257_10_A1DJNUJZN8FE7N	motherhood is A good experience	the best way To realize is through experience	0	Many young women don't realize the difficulties <unk> <unk>	Women should not delay motherhood	Should Women Delay Motherhood	Women are waiting longer To start families What are the pros And cons <unk> motherhood at <num> <num> <num> And beyond
8391093_336_A1LZPWVZRTUZD0	non academic skills can be taught more rigorously And for free in the home	non academic skills cannot be taught more rigorously And for free in the home	1	It gives all children A head start on non academic skills	Public preschool is A smart investment	Is Public Preschool A Smart Investment	Would quality child care that included A preschool curriculum be A better national goal
4366654_0_A34QZDSTKZ3JO9	machines break less than people	machines break And people don't	0	Farms should use mechanization To reduce costs	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor	If American growers depend on illegal labor would strict enforcement <unk> immigration laws drive up prices for fruits And vegetables
8892337_317_APW9F8OTJ4KXO	we want students thinking all the time	we don't want students thinking too much or they might rebel	0	Writing cursive can stimulate thinking	Students should be taught cursive	Is Cursive Dead	New public school curriculum standards in the U.S. do not require the teaching <unk> cursive But should students be taught it anyway
12534617_60_A1HKYY6XI2OHO1	technology always catches up And passes current limitations	technology seldom catches up And passes current limitations	1	<num> d printing cannot use many <unk> the raw materials presently used in manufacturing	<num> d printing will not change the world	Will <num> d Printing Change the World	For all the hype over three dimensional printing it still unclear exactly how And when it will have an impact on our daily lives
10948971_587_AE861G0AY5RGT	the banks will use the subsides given by the government To ensure their future And growth which are good for the economy	the banks will use the subsides given by the government To ensure their future And growth which are bad for the economy	1	Big banks will only look out for themselves And then drain the government when they fail	Big banks are out <unk> control	Are Big Banks Out <unk> Control	Does the lack <unk> legal compliance that have cost banks billions in fines show that some have gotten too big To manage properly
8390305_86_A104V8NZIQFN2F	small children have no reason To be mature And should have fun	small children have every reason To be mature	1	Even if there is no instruction preschool helps children mature	Public preschool is A smart investment	Is Public Preschool A Smart Investment	Would quality child care that included A preschool curriculum be A better national goal
6814608_150_AE861G0AY5RGT	all athletes already take performance enhancing drugs	not all athletes take performance enhancing drugs	1	If performance enhancing drugs are allowed it will be unfair To those not interested in taking them	Doping should not be allowed	Should Doping Be Allowed	It A constant scandal in cycling baseball And at the olympics Testing doesn't eliminate the drugs Should we just accept them
11417696_0_A1CF6U3GF7DZEJ	our population is not dying off despite the risks	our population will start dying off because <unk> the risks	1	Doctors advocate for vaccines even though they know they carry risks	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed To get religious or philosophical exemptions from having their children immunized
9183882_288_A34QZDSTKZ3JO9	people usually don't patent their own genes	people usually have defacto patents <unk> their own genes	1	Genes belong To the people they are inside <unk>	Companies shouldn't be allowed To patent genes	Can the Human Blueprint Have Owners	Should companies be allowed To patent genes
5905284_0_A104V8NZIQFN2F	construction jobs don't pay very well	construction jobs pay well	0	These games really only serve as A frivolous event that benefits construction companies with connections	Olympics are more trouble	Are the Olympics More Trouble Than They're Worth	London And Rio de Janeiro saw the Games as an opportunity But will the cities change for the better And at what cost
9308366_0_A1I4CYG5YDFTYM	the US runs similarly And they should make minimum wage	the US runs differently And they make less than half minimum wage	0	In other parts <unk> the world including Japan Europe And New Zealand restaurant employees earn A living wage And aren't dependent on patrons tips	Not To tip	To Tip or Not To Tip	Should restaurants do away with tipping
2699299_188_A34QZDSTKZ3JO9	all students will work in the global economy in some way	some students won't work in the global economy	0	The humanities are important for developing A student creative And critical thinking which are important skills for succeeding in A global economy	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
6949832_322_AYFOAD75CRBKE	supporting them helps US interests too	supporting them does not help US interests	1	American foreign policy needs To serve American interests not AIPAC or the Jewish state paranoid pursuit <unk> apartheid empire in the mideast	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility	Is support for Israel so entrenched in American politics that the U.S. has lost credibility And influence in the Middle East
6066271_278_A1CF6U3GF7DZEJ	happy hookers are at reduced risk	even happy hookers are at risk	0	Working in A legal brothel makes prostitutes happier	Prostitution is safer when it legal	Is Prostitution Safer When It Legal	Can legalized prostitution ever be safe And free <unk> exploitation Or should laws against prostitution remain
13652278_0_APW9F8OTJ4KXO	we depend too much on the CIA for this we don't need To shift terrorism prevention duties To other departments	we depend too much on the CIA for this we need To shift terrorism prevention duties To other departments	0	Without the CIA there would be more terrorism on US soil	We need the <abbv>	Do We Need the <abbv>	Would the security needs <unk> the United States be better served if the agency were dismantled
7968413_132_A34QZDSTKZ3JO9	people like To post mean comments on private moments	people like To comment on private moments	0	Private moments are now publicized where anybody can comment	Social media ruin romance	Has Facebook Ruined Love	Are tweets status updates And tagged photographs encouraging romance or ruining it
6953215_156_A24XBVPC9MYJVX	the U.S. acts humanely we can teach Israel how To also act humanely	the U.S. acts humanely but we can't be responsible To teach Israel how To also act humanely	1	Israel is acting inhumane	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility	Is support for Israel so entrenched in American politics that the U.S. has lost credibility And influence in the Middle East
6022867_0_A34QZDSTKZ3JO9	people in general all need veggies	people in general don't all eat veggies	1	Diet is particular To the individual each person needs To decide what works best for them	Veganism is not good for everyone	Is Veganism Good For Everyone	Maybe some <unk> us simply weren't built To be vegans Is the diet good for everyone
7955845_741_A1DJNUJZN8FE7N	the soul And minds <unk> people are insatiable	the soul And minds <unk> people are in need <unk> constant growth	1	Libraries are needed more than ever To feed the soul And minds <unk> people.	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
3123867_377_A104V8NZIQFN2F	cyclists will either learn To follow the road rules or get hit by cars	cyclists will not learn To either follow the road rules or get hit by cars	1	Assumption is that cyclists will ignore traffic lights at intersections And endanger <unk>	New York bike lanes are not working	Are New York Bike Lanes Working	Mayor Koch bicycle network died quickly Mayor Bloomberg is remaking the streets <unk> the city What is the verdict so far
